"HolderAddress","Balance","PendingBalanceUpdate"
"0x97bf165d8ad61615b44a7dd55018e4b6174fe303","3,859.654167439310232681","No"
"0x1432b2d848a60f8ff3937061028c3d11a18c7de2","3,844.71878269777671935","No"
"0x7fb5ed931fb01d51af9d3a265ce7366705afc753","3,825.84364875285234574","No"
"0xea8afc53c9207cc99ec4a3c8fc27c15efd7600d1","3,777.659800566135180945","No"
"0x8349d18d807865bdcffb40a9a0d2f7bc66a6639e","3,759.302175065930545376","No"
"0x21990803118fcbff005806201d04b8c9a1658efe","3,751.82906102390159433","No"
"0x0789f625b0bf565a3718a48bebe9de522a21e538","3,716.652262746462351883","No"
"0x899d9a0687f07b2148da3132f87d134df93f628f","3,702.308171322241710781","No"
"0x83c99bae963285b1f0a82a1c326fd84bea6438d7","3,697.327267001404537491","No"
"0xa1e84210239bad5571171a8fe304a90e7ffe5189","3,682.190119900543094192","No"
"0x51baa32ba08ffaf3fa54b0cc0a0f7550fb3f6171","3,663.606790919605059119","No"
"0x700ae2b4ea01c5982d47bc46843974bb01455f23","3,661.042589081798920583","No"
"0xa823c11466b0f853b805dda725465c1a5c8f2c3b","3,622.434801147986674201","No"
"0xceee0c0e255a73a1014a4f0322b8d00d7003ef87","3,597.3","No"
"0xd2a143dc0dfcbd66666c4ad1c8e6f4edc3dd81e3","3,568.59293836405968157","No"
"0x51d9e4137b08a0c740e3c5f1ef87dfe0fde546ba","3,510.341724793462620257","No"
"0x9abad3e2e31018298b77939b1787cb6d2a6c944d","3,473.379934442616788898","No"
"0x42a63047a1cd8449e3e70adeb7363c4ca01db528","3,461.656289654225187326","No"
"0x99bfe0dd4dfa1bde22b2d2b918f974834caa729e","3,446.096672170630537319","No"
"0x04b197551720bc836b5abc2ef2d0755def1be5a5","3,431.717682367411495569","No"
"0x6ee0fe408ba3b8bcce1e246093265a36aa0de94e","3,422.703023518639602696","No"
"0xa4d4a7a76d94ae39ca6aab539d83e917098b9f2c","3,419.128359853398186323","No"
"0x46c51cf1b34baf9785b948f4183b0eb932c31ca0","3,403.137813376462985674","No"
"0x5e3bb3f08e2c0fda4643551df781264cafaa9aa7","3,395.487281651098667154","No"
"0xad4bdcafab490b8663d072c0161fdfd971684895","3,379.51935600151691144","No"
"0xf78bebc558847179ea239746465ecb8dc7a71e04","3,357.678444564581567027","No"
"0xcbcfb619d6dc9256c537b0591fe480c366b01cb2","3,350.38604285307974871","No"
"0x0c0057af75d6fcb35566621e8639ba06755c4c29","3,348.6995327335853","No"
"0x5b7119e142971b0632a8219686186d27aee171fa","3,339.796976832565739705","No"
"0xd6390262ec1b6fa65c45003c8fb47598d8af466e","3,320.880220627951236446","No"
